Name,Phone,Address,Description,Website,Social Media
"RIZE ENTERPRISES, LLC", 631-930-7532,"PO Box 1311 Brentwood, New York 11717
United States of America","Since our inception in 2003, Rize Enterprises has steadily grown into one of the leaders in the manufacture and distribution of cable joiners and accessory products. Our headquarters in NY houses our engineering, marketing, sales, and customer service departments. Using a proven technology, our patented quick-release mechanism provides the user with a product that is easy to tighten, release and reposition. All our products are thoroughly tested at our Long Island facility and by independent testing laboratories around the world.",www.rizellc.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
RLUX, (317) 853 9650,"Royalux Exports, 150 B Noida Special Economic Zone, Noida, Uttar Pradesh 201305
India","RLUX LED (India), one of the biggest Manufacturer / OEM of Industrial & Commercial LED Lighting Solutions in Asia and the largest in India. We are already trusted upon with the OEM responsibilities for some of the largest global brands of LED Lighting and all our products are manufactured in 5 of our state-of-the-art manufacturing plants.",www.rlux.in,"{'Facebook': '', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/royalux-exports-rlux'}"
RONSTAN INTERNATIONAL, (401) 293-0539,"1170 East Main Road Suite 3 Portsmouth, RI 02871
USA","With over 20 years’ experience and more than 100 projects in our portfolio, Ronstan is a world leader in the design and delivery of catenary lighting projects. Our range of structural cables enable complex designs with pinpoint luminaire positioning.",www.ronstantensilearch.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
ROSCO LABORATORIES, 2038329116,"52 Harbor View Ave. Stamford, CT 6902
USA","Rosco’s Architectural Lighting Division delivers an outstanding array of product options to perfectly light any project. Our exceptional team of sales professionals, project management team, and customer service professionals are ready to assist you.",www.rosco.com,"{'Facebook': 'http://www.facebook.com/RoscoLabs', 'Twitter': 'http://www.twitter.com/Rosco_Labs', 'LinkedIn': 'http://www.linkedin.com/company/rosco'}"
RUBIDIUM LIGHT, n/a,"13 Omaru Street Loganholme, Queensland 4129
Australia",Rubidium Light is a lighting consultancy company based in Australia. We have a focus on sports lighting and have developed Rubidium Rover to increase accuracy and speed of lighting audits on large areas like sports fields. Rubidium Rover is a GPS located and autonomous ground vehicle specifically designed to make sports light audits easy. Rubidium Rover can also be used in all large area lighting audit applications. We provide two models - Horizontal only and our vertical/back to camera model covering all aspects of outdoor lighting audits.,www.rubidiumlight.com.au,"{'Facebook': 'https://www.facebook.com/rubidiumlight', 'Twitter': 'https://twitter.com/Rubidium_Light', 'LinkedIn': 'http://httpswww.linkedin.com/company/rubidium-light'}"
"SATCO PRODUCTS, INC.", (631) 243-2022,"110 Heartland Blvd Brentwood, NY 11717
USA","A leading-edge lighting manufacturer covering commercial, industrial and residential applications. Lighting Fixtures (flat panels, linear hi-bays, UFO's, strips, wraps, wall packs, area lights, track lighting, retrofits), Lamps (TLEDs, Corn Cobs, Pars, MR's, specialty, etc). Over 15,000 products to meet all your lighting needs.",www.satco.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SCHNICK-SCHNACK-SYSTEMS GmbH, +492219920190,"Mathias-Brueggen-Strasse 79 Cologne, NRW 50829
Germany","We produce individual, ready-to-use lighting solutions consisting of LED modules and lights with the suitable controls for a wide range of tasks. Our customers are exclusively professional users. In particular, television studios, architects, system integrators and event companies use our products. Our customers’ projects require comprehensive consulting, reliability and last but not least, premium quality products – and that’s what we deliver! Our employees not only understand our products, but also have experience with designs, processes and construction planning as well. Our team is always on hand to provide project consulting through all phases. Our production line in Cologne, Germany, upholds the latest standards and is operated by first-rate, highly trained staff. This enables us to fulfill orders efficiently and on time. The quality of our products is a priority for us. This includes not only the selection of components and constant quality control during the manufacturing process, but also the constant improvement and new development of the product range. Our hardware and software developers are driven by the idea to make lighting technology consistently better in order to establish...",https://schnick.schnack.systems/,"{'Facebook': 'https://www.facebook.com/SchnickSchnackSystems', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/schnick-schnack-systems-gmbh'}"
SEAL & DESIGN, 716-759-3355,"4015 Casilio Parkway Clarence, New York 14031
USA","We supply to the Automotive, Medical, Military, Aerospace, Electronics, Power Generation, Hydraulics, and many other commercial industries. Our mission is to provide the highest quality products, best technical support, reliable on-time deliveries and superior customer service at competitive prices. We achieved our ISO/TS 16949 certification in 2003, and in 2018, became IATF 16949:2016 certified. Seal & Design’s customer focused attitude allows us to exceed customers’ expectations.",www.sealanddesign.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"SEBCO INDUSTRIES, INC.", (714) 557-1710,"2621 S. Main St Santa Ana, CA 92707
USA","SEBCO Industries has been supplying the lighting industry with quality American Made Low Voltage Lighting Transformers and LED Drivers for over 40 years. With offices in both California and Texas, SEBCO is able to meet any and all needs of our lighting customers quickly and efficiently. Family owned and operated, we are here to help you with all of your power needs.",www.sebcoindustries.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"SELF ELECTRONICS CO., LTD", 7702489023,"3264 SATURN CT PEACHTREE CORNERS, GA 30092
USA","SELF Electronics is a leader in LED display and accent lighting innovation, design, and production. Our company is proud to offer a complete line of LED lighting and control systems for your retail, commercial and residential display.",www.self-electronics.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SENSORWORX, 2036784224,"2A RESEARCH PARKWAY WALLINGFORD, CT 06492
USA","SENSORWORX proudly designs and manufactures wired & wireless lighting control products entirely in the USA. Founded in 2017 by engineers with decades of experience in lighting controls, the team behind SENSORWORX has an unmatched resume of bringing high quality and innovative products to the lighting and building control marketplace. With particular expertise in occupancy sensing, the SENSORWORX brand has quickly become a trusted mark of quality and technology excellence.",www.sensorworx.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SEOUL SEMICONDUCTOR, 4046171164,"5300 Oakbrook Parkway Suite 375 Norcross, GEORGIA 30093
USA","Seoul Semiconductor has continuously grown as a global LED company with sales of approximately 1.1 trillion won and currently third place in the global LED market for 2021. We are flexibly responding to the rapidly changing LED market by building various product portfolios with differentiated technology, including lighting for horticulture, through 14,000+ patents as well as striving to provide the highest quality LED products at affordable prices through 4 local subsidiaries, 4 production bases and 40 overseas sales offices. We cater to all LED segments including general lighting, horticulture, automotive, backlighting, flash and we also have the largest market share in the UV LED space.",www.seoulsemicon.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SGM LIGHTING INC., 407-440-3601,"7806 Kingspointe Pkwy Orlando, FL 32819
USA","Engineered and manufactured in Denmark, SGM specializes in premium outdoor rated luminaires for permanent and temporary installations. With permanent architectural installations across the globe, SGM focuses on impactful solutions and offers integrated customer support from experienced industry professionals. As a specialty manufacturer with deep product legacy in both entertainment and dynamic architectural applications, meeting the needs of the customer and the project are core SGM priorities. As the engineers of the first outdoor rated moving light, SGM continues to innovate with patented technology and unique features providing lighting designers and specifiers the tools to create world class imaginative and stimulating designs reliable in even the harshest of conditions.",www.sgmlight.com,"{'Facebook': 'https://www.facebook.com/SGM.dk/', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/sgm/mycompany/'}"
SHANGHAI ET LIGHTING MANUFACTURING CO.,www.shetl.com,"23 Juhai Road Qidong Hi-Tech Industrial Development Zone Nantong, Jiangsu Province 226236
China","Shanghai ET Lighting Manufacturing is a lighting manufacturer located on the outskirts of Shanghai, China. The facility includes product development, testing lab, full manufacturing capability, and warehousing. Shanghai ET designs and manufactures a full range of architectural outdoor and landscape products: bollards, in-ground round and linear uplights, floodlights, accent lights, surface mount linear, wall sconces, canopy mount outdoor downlight, recessed and surface mount steplights, and underwater fountain fixtures. Products are ETL listed. Globally, Shanghai ET’s products are in operation in countless high profile lighting jobs in over 20 countries in the Americas, Europe, Middle East, and the Asia Pacific.",www.shetl.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SHINETOO LIGHTING USA LLC., (847) 899-1678,"1263B Rand Road Des Plaines, IL 60016
USA","Shinetoo, a leading manufacturer of indoor and outdoor sports fields lighting, parking lot lights, industrial lighting, grow lights and other quality LED products. We have more than 14 years of experience in LED lighting, 15+ R&D teams, and 500+ projects worldwide guarantee our services and warranty. Due to the impact of the epidemic, we have developed UV-C disinfection lighting equipment. With the support of our representatives, we have successfully developed more than 10 professional UV-C equipment for surface and air disinfection, helping many schools provide cleaner air. Together, the future shines better.",www.shine2sportslighting.com,"{'Facebook': 'https://www.facebook.com/Shinetoo-Lighting-USA-LLC-103738718128595/', 'Twitter': 'https://twitter.com/llcshinetoo?lang=en', 'LinkedIn': 'https://www.linkedin.com/company/shinetoo-lighting-usa-llc/'}"
SIGNCOMPLEX LIMITED, +86 755 2760 8650,"Mingfeng Building, Fucheng Street Longhua District Shenzhen, Guangdong
CN","Signcomplex Ltd., founded in 2006, dedicated to R&D and production of smart lighting and general lighting luminaires. It is a state-level high-tech enterprise with ISO 9001 quality system, ISO 14001 environmental system and SRG system certification. Our products include linear lighting such as LED strip and linear light, commercial lighting such as downlight and panel light, industrial lighting such as high bay light, tri-proof light and flood light, plant grow lighting and smart home lighting. We have undertaken private brand and OEM/ODM orders from over 50 countries in the US, Europe, Australia and Asia. Currently there are over 700 employees, a self-built fabrication area of more than 50,000 square meters, and more than 50 production lines to maintain high performance operation, with an annual capacity of 15 million sets of lamps and 20 million meters of LED strip. Oriented by “customer value”, Signcomplex always provides customers with competitive products from various dimensions such as product R&D, supply chain management and quality control. Signcomplex invests more than 5% of its annual sales in R&D to ensure continuous product improvement and innovation....",www.signcomplex.com,"{'Facebook': 'https://www.facebook.com/Signcomplex-Limited-1605053749780752/', 'Twitter': '', 'LinkedIn': 'http://www.linkedin.com/company/signcomplex'}"
SIGNIFY, (732) 563-3000,"400 Crossing Blvd. Suite 600 Bridgewater, NJ 08807
USA","Signify is the world leader in lighting for professionals and consumers and lighting for the Internet of Things. Our Philips products, Interact connected lighting systems and data-enabled services deliver business value and transform life in homes, buildings and public spaces. We unlock the extraordinary potential of light for brighter lives and a better world. We achieved carbon neutrality in 2020, have been in the Dow Jones Sustainability World Index since our IPO for five consecutive years and were named Industry Leader in 2017, 2018 and 2019.",www.signify.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SIGNTEX LIGHTING, 410-827-8300,"220 VFW AVE GRASONVILLE, MD 21638
United States of America",,signtexinc.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SILVAIR,www.silvair.com,"Jasnogorska 44 Krakow, malopolska 31-358
PL","Silvair provides a complete wireless lighting control solution based on the globally interoperable Bluetooth mesh standard. Component manufacturers can easily integrate the solution into a variety of products, choosing specific features in accordance with their customers’ needs. In addition, Silvair provides dedicated tools for commissioning and managing Bluetooth mesh lighting networks in commercial spaces. For more information, visit www.silvair.com",www.silvair.com,"{'Facebook': 'https://www.facebook.com/meetsilvair/', 'Twitter': 'https://twitter.com/meetsilvair/', 'LinkedIn': 'https://www.linkedin.com/company/meetsilvair/'}"
SLP LIGHTING, (636) 600-4084,"1400 South Old Highway 141 Fenton, MO 63026
USA","SLP has been serving the lighting industry since 1969. We were the first lighting company to have both injection molding and metalizing under one roof to ensure proper quality throughout the entire process. We are a leader in developing and manufacturing a full range of lighting solutions and innovative products. Our services include Engineering, Design, Prototyping, In-House Testing, Manufacturing, Distribution and more! From concept to reality, our customers and end users are in mind throughout the entire process. As a commitment to our customers, SLP continues to invest heavily in research and development; and, we also have the very latest technology in our plants. Products begin with our own in-house testing on prototypes, and then samples are UL Approved and Certified. Our facilities are ISO 9001:2015 Certified, which enables SLP to assist our customers in meeting the everyday challenges in an ever-changing global marketplace.",www.slplighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SMART OUTDOOR LIGHTING ALLIANCE, 7034727600,"7302 Hollygrape Lane Fairfax Station, VA 22039
United States of America","The Smart Outdoor Lighting Alliance (SOLA) promotes smart, sustainable and ecologically responsible outdoor lighting using new technologies and best practices in lighting design. SOLA provides the most current independent research and information to cities on smart lighting solutions based on their performance, interoperability and their real-world effectiveness. We promote visibility and safety research to support the goal of reducing total global lumens .",www.volt.org,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SLP LIGHTING, (636) 600-4084,"1400 South Old Highway 141 Fenton, MO 63026
USA","SLP has been serving the lighting industry since 1969. We were the first lighting company to have both injection molding and metalizing under one roof to ensure proper quality throughout the entire process. We are a leader in developing and manufacturing a full range of lighting solutions and innovative products. Our services include Engineering, Design, Prototyping, In-House Testing, Manufacturing, Distribution and more! From concept to reality, our customers and end users are in mind throughout the entire process. As a commitment to our customers, SLP continues to invest heavily in research and development; and, we also have the very latest technology in our plants. Products begin with our own in-house testing on prototypes, and then samples are UL Approved and Certified. Our facilities are ISO 9001:2015 Certified, which enables SLP to assist our customers in meeting the everyday challenges in an ever-changing global marketplace.",www.slplighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SMART OUTDOOR LIGHTING ALLIANCE, 7034727600,"7302 Hollygrape Lane Fairfax Station, VA 22039
United States of America","The Smart Outdoor Lighting Alliance (SOLA) promotes smart, sustainable and ecologically responsible outdoor lighting using new technologies and best practices in lighting design. SOLA provides the most current independent research and information to cities on smart lighting solutions based on their performance, interoperability and their real-world effectiveness. We promote visibility and safety research to support the goal of reducing total global lumens .",www.volt.org,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SNOWBALL LIGHTING INCORPORATED, 915-227-7210,"1555 Goodyear Dr El Paso, Suite A 79936
United States of America",,www.snowball-inc.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SOL, +1 (772) 286.9461,"990 Biscayne Blvd Suite701 Miami, FL 33132
United States of America","With 30,000+ solar lights installed in the United States and more than 100,000 globally, SOL is the leading solar lighting brand in North America. We engineer and manufacture a complete range of all-in-one and modular solar lighting solutions for cities and commercial properties. Our comprehensive product portfolio allows us to offer a cost-efficient and environmentally sustainable solution for every outdoor lighting application. Our commitment to innovation and product reliability are part of SOL’s DNA. With 23 patents and 12 international awards, we have a solid history based on quality and product warranty protection and stand behind our system sizing and product performance. Additionally, we proudly offer an industry-leading 10-year warranty on all our product lines.",www.solarlighting.com,"{'Facebook': 'https://www.facebook.com/solaroutdoorlighting/', 'Twitter': 'https://twitter.com/sol_inc', 'LinkedIn': 'https://www.linkedin.com/company/515492/admin/'}"
SOLERA SOLAR LIGHTING, 8473803540,"188 S. Northwest Highway Cary, IL 60013
USA","Commercial grade solar light fixtures featuring both: completely off-grid and hybrid technologies. Hybrid fixtures can tap into the power grid in the event of cloudy or sub-temperature charging days. Off-grid fixtures provide lighting to areas that need it most, without any trenching or wiring.",www.solera-solar.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"SOLUX CO., LTD", 827088576743,"32-22, Jeongannonggongdanji-gil Jeongan-myeon Gongju-si, Chungcheongnom-do 32511
South Korea","SOLUX (DAYTIME) is one of the leading LED lighting manufacturers in Korea, as a market challenger, we can be differentiated from competitors as follows. 1. We are proud of the largest and fully integrated production facilities in Korea and furthermore high standard of quality control and many kinds of cutting edge design products which have been strictly required by Korean giant construction companies like SAMSUNG, HYUNDAI, DAEWOO, DOOSAN, HANWHA, KUMHO. ETC 2. The core technology including LGP(Light Guide Plate) pattern design but not limited to Luminaires design technology considering heat dissipation and most efficient optical and mechanical solution. For household lights, you can choose and enjoy also diverse kinds of fixtures design whose performance and reliability already have proved by Korean big giant construction companies. 3. SOLUX (DAYTIME) has survived after successfully managing a huge scale of projects to the biggest construction companies for more than 25 years, as a result, financial status has got very stable for previous consecutive 5 years showing the average yearly growth rate around 20% revenue and profit.",www.solux.co.kr/eng,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SPECGRADE LED, (614) 206-1026,"639 Eastgate Parkway Columbus, OH 43230
USA","SpecGrade LED is a custom, specification-grade U.S. manufacturer of LED lighting and luminaire products for the commercial and industrial markets. Devoted to improving the quality of LED products, SpecGrade LED is focused on cost-effective, energy saving illumination solutions. Based in Columbus, Ohio, we provide our LED lighting solutions to businesses and industries nationwide. Our specialty line of LED specification-grade, high-output innovative LED luminaires has given architects and engineers, nationwide, the reason to rewrite their specifications. Utilizing only the most current LED technology and drivers, coupled with premium optics and thermal management techniques, we have raised the bar to a new level. With over 30 years of industry experience, we’ve realized that it’s not all about the product – it’s also about great service. Our team of engineers, CAD modelers, and metal workers stand ready to either modify an existing LED design or create a new LED SKU for your current or next project. We also provide a 100% guarantee and protection plan for all our custom LED lights. With the most efficient technology available for performance, safety, visibility and beam...",www.specgradeled.com,"{'Facebook': 'https://www.facebook.com/SpecGradeLED', 'Twitter': 'https://twitter.com/SpecGradeLED', 'LinkedIn': 'https://www.linkedin.com/company/specgrade-led/'}"
SPECTRUM LIGHTING, (508) 678-2303,"994 Jefferson St Fall River, MA 02721
USA","We’re an independent manufacturer who connects people with a broad portfolio of lighting possibilities. We listen to your wants, understand your needs, and provide the right specification grade lighting solutions that transform artful design into architectural reality.",www.speclight.com,"{'Facebook': 'https://www.facebook.com/SpectrumLightingMA/', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/spectrum-lighting-inc.'}"
SPI LIGHTING, 262-242-1420,"10400 N. Enterprise Drive Mequon, WI 53092
United States of America","Exceptional craftsmanship, meticulous attention to detail, and performance you can count on – see why the best specifiers trust SPI Lighting with their most important projects. From impeccable luminous forms to high performance indirect lighting and configurable linear solutions, we illuminate your design with high quality light. Handcrafted in USA.",www.spilighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/spi-lighting'}"
SPJ LIGHTING, (818) 391-4839,"2107 Chico Ave South El Monte, CA 91733
USA",Manufacturer of outdoor Landscape Lighting and Exterior Lanterns specializing in Brass and Copper material. Made in the USA!,www.spjlighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SPORTSBEAMS LED LIGHTING, 888-905-6680,"PO Box 2140 Round Rock, TX 78680
USA","Sportsbeams is a technology company in Texas, that designs, engineers and manufactures the most advanced high-powered LED lights with patented technologies.",www.sportsbeams.com,"{'Facebook': 'https://www.facebook.com/sportsbeamslightinginc', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/sportsbeams/'}"
SPRING LIGHTING GROUP INC, 713-389-5680,"11325 Cash Rd. Suite 100 Stafford, TX 77477
USA","Spring Lighting Group® (SLG Lighting) is the US Based brand of an LED lighting manufacturer who has been producing the highest quality luminaires for the top lighting brands for over 20 years. Our vision is to deliver the same high-performing fixtures at a MUCH better price because we control/integrate the entire manufacturing chain. 1,000+ employees, 7 locations (including warehouses/manufacturing/assembly) of over 200,000 square feet, with over 20 years of experience - SLG Lighting is the secret to your new success.",www.slgus.com,"{'Facebook': 'https://www.facebook.com/slgus', 'Twitter': 'https://twitter.com/SLG_US', 'LinkedIn': 'https://www.linkedin.com/company/spring-lighting-group'}"
STANDARD-TECH, 86-20-32053178,"No. 6 Guanhong Road Guangzhou Science City Guangzhou, Guangdong 510663
CN",,http://www.neweast-test.com/,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"STARTEK LIGHTING AMERICA, LLC", 8777827835,"1960 SWANSON CT STE C GURNEE, IL 60031-1270
USA",,www.starteklightingamerica.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"STEINEL AMERICA, INC.", (800) 852-4343,"9051 Lyndale Ave. South Bloomington, Minnesota 55420
USA","STEINEL is a global organization dedicated to the development of cutting-edge technology for sensor-controlled lighting. Professionals have come to expect the superior performance, reliability and value only an industry leader can provide. The highest standards in design, manufacturing and service have made the STEINEL name synonymous with quality and innovation.",www.steinel.net,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
STRONGLED,smartlighting.strongled.com,United States of America,"StrongLED, with over twenty years experience serving global lighting customers, offers the latest technology in LED lamps, luminaires, sensors, and controls. At the forefront of lighting science research, StrongLED provides the most functional and controllable systems available for modern applications. The StrongLED vision has a particular focus on health and wellness, and how light affects the body and the mind.",smartlighting.strongled.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
STUDIO REKLAMY EUROMET MICHAL KOPER, +48 81 461 00 41,"Melgiewska 30B Lublin, Lublin Province 20-234
Poland","LumoTubo by Euromet is a patented system of LED tubes used for shaping the illuminating segments into various shapes: arcs, waves, lines or circles being a rigid structure at the same time. It is a highly customizable product in terms of shape, wattage, mounting accessories and control system. LumoTubo by Euromet is a tool in the hands of creative designers and architects allowing them to convey their ideas into reality. The Polish- based company has got an official distributorship in most of European countries and actively trades worldwide realizing the most challenging and original projects.",https://lumotubo.eu,"{'Facebook': 'https://www.facebook.com/lumotubo', 'Twitter': 'https://twitter.com/LumoTubo', 'LinkedIn': 'https://www.linkedin.com/company/11419147/admin/'}"
SUNLITE MANUFACTURING, (718) 768-7000,"744 Clinton Street Brooklyn, NY 11231
USA","We are a lighting company serving the residential, commercial, and industrial industries. We manufacture high quality light bulbs, fixtures, and electrical equipment. We manufacture a full line of LED bulbs and fixtures along with many other types.",www.sunlite.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
SUNPARK ELECTRONICS CORPORATION, 310-324-4020,"16200 S Figueroa Street Gardena, California 90248
USA","Lighting fixture manufacturer since 1997. LED fixtures, multiple family fixtures, hospitability fixtures, LED drivers and re-trofit light engines",www.sunparklighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"SYNAPSE WIRELESS, INC.", 6152936649,"6723 Odyssey Drive NW Huntsville, AL 35806
USA","Synapse is an Internet of Things (IoT) company, founded in 2007. We are focused on making environments smarter, more connected, and more controllable with a holistic chip-to-cloud full stack energy management solution called SimplySnap. The Synapse story began by perfecting our own wireless mesh operating system (SNAP) with the goal of expanding the need for efficiency with low-power, low-cost solutions for long ranges. Today, our lighting control solutions have been deployed in hundreds of thousands of centrally controlled high-density applications with over 1 million nodes installed, and more than 40 wireless IoT patents granted. We are the market leader for high wattage / high lumen lighting control systems for indoor and outdoor. We are owned by McWane, a company with over 100 years of manufacturing experience, who has provided a complex and fertile ground for developing our field-proven technologies. For more information please visit https://synapsewireless.com.",www.synapsewireless.com,"{'Facebook': 'https://www.facebook.com/SynapseWireless', 'Twitter': 'https://twitter.com/SynapseWireless', 'LinkedIn': 'https://www.linkedin.com/company/synapse-wireless-inc-/mycompany/?viewAsMember=true'}"
"SYNOPSYS, INC.", (626) 795-9101,"690 E Middlefield Rd Mountain View, CA 94043
United States of America","The Synopsys Optical Solutions Group provides design tools that model all aspects of light propagation for high-accuracy optical product simulations and visualizations. With intelligent, easy-to-use solutions and an expert support team.",synopsys.com/optical-solutions.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"T-1 LIGHTING, INC", (626) 234-2328,"9929 Pioneer Blvd. Santa Fe Springs, California 90670
USA","T-1 Lighting is a lighting solutions company specializing in commercial and industrial applications. We specialize in High Bay lights but also manufacture other fixtures such as floodlights, area lights, strip lights, ufo, along with light sensors and emergency drivers.",www.t1-lighting.com,"{'Facebook': 'https://www.facebook.com/t1lightinginc', 'Twitter': 'https://twitter.com/T1Lighting', 'LinkedIn': 'https://www.linkedin.com/company/t-1-lighting-inc/'}"
TASK LIGHTING, (800) 445-6404,"P.O. Box 1090 Kearney, NE 68848
USA","Founded in 1985, TASK Lighting™ has been a market leader in the development of lighting and power solutions for the kitchen and bath industry for over 35 years. From the company’s manufacturing design center in Kearney, Nebraska, TASK Lighting has been dedicated to developing products that are easy to install and operate. TASK Lighting’s Innovations include tuning the color temperature from warm to cool, smart home integration, wireless control, and micro-waterproof protective coatings.",www.TaskLighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
TCP, 800-324-1496,"325 Campus Drive Aurora, OH 44202
USA","TCP is an energy-efficient LED lighting manufacturer, dedicated to creating high-quality products for commercial, industrial and residential applications. For more information, visit www.tcpi.com or call (800) 324-1496.",www.tcpi.com,"{'Facebook': 'http://www.facebook.com/tcplighting', 'Twitter': 'http://www.twitter.com/tcplighting', 'LinkedIn': 'http://www.linkedin.com/company/tcplighting'}"
TE CONNECTIVITY, 7175793429,"2900 Fulling Mill Rd Middletown, PA 17057
USA","TE Connectivity is a global industrial technology leader creating a safer, sustainable, productive and connected future. Our broad range of connectivity and sensor solutions, proven in the harshest environments, enable advancements in transportation, industrial applications, medical technology, energy, data communications and the home. With approximately 80,000 employees, including more than 7,500 engineers, working alongside customers in approximately 140 countries, TE ensures that EVERY CONNECTION COUNTS. Learn more at www.te.com and on LinkedIn, Facebook, WeChat and Twitter.",www.te.com,"{'Facebook': 'https://www.facebook.com/teconnectivity', 'Twitter': 'https://twitter.com/teconnectivity', 'LinkedIn': 'https://www.linkedin.com/company/te-connectivity'}"
TECHNO USA LLC, 6784564810,"1580 Boggs Road, Suite 500 Suite 500 Duluth, GA 30096
USA","It’s enduring that our map of the journey starts with our mission. Our mission is to serve the commercial and domestic industry with customized solutions in order to save energy in the field of LED Lighting. Our vision is to deliver high-quality products and anticipate the TechnoLED brand portfolio to the world with the satisfaction and long-term relationship of customers. With the US headquarters in Atlanta, TechnoLED is a brand under Techno USA LLC dba Techno LED Lights. We cater customized solutions of high power LED Luminaries in order to fulfill the demand for a new stylish lighting world and support Green Environment system. Proudly designing fixtures at a manufacturing unit operated by Techno Electromech Pvt. Ltd, India.",www.technoledlights.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
TECLED ENTERPRISE INC, 626-628-4061,"503 Interchange Blvd Newark, DE 19711
United States of America",,http://www.tecled.com/,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
TELEMATICS WIRELESS LTD., (650)2768487,"26, Hamelacha Street Holon, Israel 5811801
Israel","Join us in Lighting the Way to Smarter Cities. The world’s cities are moving tenaciously towards Smart City environments, for improved quality of life, reduced costs and revenue generation. Deploying an RF network over a city using street light controls, ideally positions these networks as a generic backbone/platform for various Smart City applications. Telematics’ T-Light Galaxy System (point-to-multipoint) and Pro System (mesh) are used today for many such applications.",www.telematics-wireless.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
TELINK SEMICONDUCTOR, 408-320-2197,"2975 Scott Blvd #120 Santa Clara, CA 95054
United States","Founded in 2010, Telink is dedicated to building the future of the Internet of Things. Our best-in-class research and development team, strategic technology partnerships, and global supply chain ecosystem together make Telink the leading SoC producer focused on IoT implementations in the world. If you are looking to build connected lighting solutions, then come and talk to us.",https://www.telink-semi.com/,"{'Facebook': 'https://www.facebook.com/Telink-Semiconductor-192703411253342/', 'Twitter': 'https://twitter.com/TelinkSemi', 'LinkedIn': 'https://www.linkedin.com/company/telink-semiconductor/'}"
THE LIGHTING QUOTIENT, 2039314464,"114 Boston Post Road West Haven, CT 06516
United States of America","The Lighting Quotient designs, engineers and manufactures advanced luminaires for architects, lighting designers, interiors experts and the entire professional lighting community. From simple utilitarian structures to grand architectural masterpieces, we combine serious engineering performance with elegant artistic design. The Perfect Equation. Founded in 1977 by architectural lighting pioneer, Sylvan R. Shemitz, The Lighting Quotient today is an exciting new vision of a venerable heritage. Our rich history of innovation continues to drive inventive design and uncompromising quality, but our minds are focused fully on today’s challenges and tomorrow’s science, adapting existing technologies and inventing new ones for the ever-changing needs of today’s lighting professionals. Please check out each of our four dynamic brands: 1) elliptipar® – best in class asymmetric light has an updated look. NEW outdoor versions with IP66 and IP67, NEW indoor versions with multiple beam spreads, RGBW, Tunable White and UVC options available, too. 2) tambient® – the originator of task/ambient lighting now offers the best Germicidal UV-C solution for surfaces and adds big results to air disinfection solutions. 3) electrix® – offers advanced linear systems for...",www.thelightingquotient.com,"{'Facebook': 'https://www.facebook.com/TheLightingQuotient', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/the-lighting-quotient'}"
